店號,店名,電話,地址
280844,龍濱,02-29769472,新北市三重區龍濱路207號209號
957333,天龍,02-29775504,新北市三重區龍門路217號219號221號
991654,仁仁,02-29763564,新北市三重區仁愛街50號
119032,幸亞,02-89853160,新北市三重區溪尾街29號
971100,百義,02-89859414,新北市三重區仁義街232號
276465,元富,02-29869074,新北市三重區仁義街106、108、110號
266446,元信,02-29878237,新北市三重區元富一街45號47號1樓2樓
159465,三好,02-89857653,新北市三重區自強路四段102號104號1樓
281157,重富,02-28571641,新北市三重區溪尾街321號323號1樓
198954,重樂,02-28559436,新北市三重區三信路196號1樓
252388,集吉,02-28570294,新北市三重區三賢街61號63號1樓
199061,蘆讚,02-82854801,新北市蘆洲區中山二路184號
990639,新吉麗,02-22889790,新北市蘆洲區中山一路204號1樓
255561,蘆安,02-28484952,新北市蘆洲區長安街64號1樓
155393,雙華,02-28488245,新北市蘆洲區中華街39號、中華街35巷6號1樓
113388,華安,02-28480247,新北市蘆洲區長安街107號
284008,蘆華,02-82850614,新北市蘆洲區長安街140號1樓
110552,蘆荻,02-82862547,新北市蘆洲區永康街1巷35號1樓
113377,飛龍,02-28474291,新北市蘆洲區永安南路二段356號環堤大道2號6號
187046,泰星,02-82853450,新北市蘆洲區成功里長安街276號
281777,永樂,02-82868745,新北市蘆洲區永樂街35號37號1樓
871482,統吉,02-22897033,新北市蘆洲區永平街32巷12弄1號
214641,新天際,02-28480473,新北市蘆洲區三民路575號
113285,民欣,02-28473454,新北市蘆洲區光榮路63號65號67號
264978,光明,02-82861947,新北市蘆洲區光明路71號
960166,蘆樂,02-28474074,新北市蘆洲區長樂路55號1樓
238980,蘆興,02-82869126,新北市蘆洲區長樂路2之6號1樓
217190,盛發,02-82867631,新北市蘆洲區光復路10號
260149,正和,02-82811841,新北市蘆洲區正和街87號89號一樓
258087,蘆洲湧勝,02-82854711,新北市蘆洲區得勝街163號
251514,憲金,02-22857237,新北市蘆洲區光華路22巷1號
279187,珈英,02-22857510,新北市蘆洲區復興路92號
206569,信義路,02-82855571,新北市蘆洲區信義路341號341之1號341之2號341之3號1樓
237792,匯和,02-22865428,新北市三重區三和路四段390巷2號
996969,天勝,02-28571747,新北市三重區仁愛街687、689號1樓
280936,池田,02-82869533,新北市蘆洲區民族路224號226號1樓
916284,領袖,02-82863383,新北市蘆洲區集賢路224巷60號62號
274517,環德,02-29769304,新北市三重區福德南路38號1樓
893873,文興,02-89727842,新北市三重區文化南路7號
962586,平安,02-29871687,新北市三重區正義北路51號
275026,義北,02-29812234,新北市三重區正義北路8號1樓
212243,大心,02-29882614,新北市三重區大同北路148巷2-1號1.2樓和2-2號
165611,福運,02-29741171,新北市三重區福德北路57號59號1樓
235604,和洲,02-29762317,新北市三重區三和路二段75號1樓
273765,荷運,02-22809692,新北市三重區三和路四段97號.97之1.97之2號1樓
158945,美慈,02-22860963,新北市三重區慈愛街52號
171568,下竹圍,02-22800646,新北市三重區下竹圍街26號
282275,勇福,02-82871465,新北市三重區永福街115、117號
179632,合康,02-22807405,新北市三重區永福街179之1及179之2號1樓
195302,大立,02-29860146,新北市三重區力行路一段184號186號1樓
274296,正陽,02-29822396,新北市三重區正義北路386號388號
189123,天台,02-29771812,新北市三重區仁德里正義南路13號15號1樓
280888,三重一,02-29747875,新北市三重區正義南路133號135號
263333,日揚,02-89852787,新北市三重區中正北路18之2號之3號之4號1樓
275901,正果,02-89859885,新北市三重區中正北路122號124號1樓
264211,三田,02-29897011,新北市三重區福田里三民街274號276號1樓
113539,虹諭,02-29848146,新北市三重區中正北路193巷21弄43號
122773,重智,02-29869556,新北市三重區大智街195號
832498,幸福,02-29860690,新北市三重區自強路一段272號
275761,莊和,02-29902262,新北市新莊區中和街34.36號
209812,富信,02-29943073,新北市新莊區自信街46.48號1樓
153401,富旺,02-29945910,新北市新莊區自立街176號178號1樓
239754,茂源,02-29949736,新北市新莊區思源路40-1號
173667,前瞻,02-29996424,新北市三重區新北大道二段258號
212357,富佑,02-22984349,新北市五股區五工路112號1樓
263698,富美,02-22981368,新北市五股區五股工業區五權路23號
982627,新福圓,02-22984180,新北市新莊區五工三路93號1樓
192602,九州,02-22984540,新北市新莊區五工二路60號62巷1號
278003,柳豐,02-24927670,新北市萬里區港東路162之11號162之12號
255826,新野柳,02-24926282,新北市萬里區港東158號
238902,金美,02-24985386,新北市金山區中山路143號145號
144359,平溪,02-24952040,新北市平溪區靜安路二段338號340號
953319,雙祥,02-24932928,新北市雙溪區雙溪村太平路65號67號
903646,雙溪,02-24931201,新北市雙溪區自強路7號
274447,瑞濱,02-24972897,新北市瑞芳區海濱路157號1樓
217112,九份,02-24061659,新北市瑞芳區基山街3號
274078,瑞信,02-24063884,新北市瑞芳區民生街23號1樓
277859,海正,02-26256490,新北市淡水區中正東路一段113號115號115-1號
263702,新真理,02-26292848,新北市淡水區新民街102號104號
972918,皇后,02-26200724,新北市淡水區新春街87號
174039,新春,02-26267510,新北市淡水區新春街142號1樓
230964,摩天灣,02-26252063,新北市淡水區中山北路一段257號1樓
164320,學府,02-26281792,新北市淡水區學府路39號41號1樓
236021,源豐,02-26210931,新北市淡水區水源街一段118號1樓
228802,英專,02-26215261,新北市淡水區英專路91號
265269,源德,02-26265872,新北市淡水區水源街一段75-2號1樓
170107,金星,02-26260905,新北市淡水區北新路65號
137764,真善美,02-26297240,新北市淡水區新市一路三段141號141之1號1樓
214814,愛琴灣,02-26239285,新北市淡水區濱海路一段430號432號
135540,紅樹林,02-28086437,新北市淡水區中正東路二段81號1樓
956341,金旦,02-26213108,新北市淡水區淡金路三段254號256號258號
241078,金昂,02-26253846,新北市淡水區新市一路一段99巷51.53號1樓
282286,鯊魚,02-28052232,新北市淡水區沙崙路196號
112400,金崙,02-28055104,新北市淡水區沙崙路24號1樓
900429,金寶,02-26297608,新北市淡水區中正路169號
231451,渡船頭,02-26257540,新北市淡水區中正路號55號及55-1號
275303,金滬,02-26223092,新北市淡水區中山路66號1.2樓.66-1號1樓
239400,樟福,02-26434449,新北市汐止區樟樹一路256號258號1樓
199038,汐福,02-26949011,新北市汐止區福德一路243號
273949,勝福,02-86934526,新北市汐止區福德一路98號100號(夾層)樓
263377,汐旺,02-26934931,新北市汐止區中興里6鄰中興路105號
148753,社后,02-26943031,新北市汐止區中興里中興路190號
274698,明峰,02-26944744,新北市汐止區明峰街179之1號
230562,鑫東冠,02-26949521,新北市汐止區康寧街459巷3號1樓2樓5號1樓
167732,湖前,02-26958128,新北市汐止區明峰街120號1樓
282770,武強,02-28095608,新北市淡水區自強路375號1樓
282091,吉發,02-28084565,新北市淡水區自強路275號
261795,竹捷,02-28085610,新北市淡水區竹圍里民族路10號
252919,立竹,02-88092553,新北市淡水區民族路58號1樓2樓
241089,竹圍,02-28091574,新北市淡水區民權路109號111號1樓
237219,紅林站,02-26242082,新北市淡水區中正東路二段65號
238603,布拉諾,02-86269823,新北市淡水區坪頂路56-8號56-9號1樓
194000,君品,02-26228201,新北市淡水區北新路141巷56.58號1樓
150860,鑫鑫,02-26262742,新北市淡水區水源街二段76號、76-1號
985604,淡江,02-26204950,新北市淡水區學府路207號
250544,鑫騰龍,02-82090316,桃園市龜山區萬壽路一段156.158號1樓
252735,吉福,03-2126804,桃園市蘆竹區吉林路167號1樓
282334,庚大,03-2118165,桃園市龜山區文化一路259號B1樓
206950,社子,03-4772202,桃園市新屋區中興路1532之1號1樓
866158,新屋,03-4772056,桃園市新屋區新生里12鄰中山路367號369號371號
954622,新屋中華,03-4776260,桃園市新屋區中華路357號1樓
181554,盛烽,03-4903974,桃園市新屋區梅高路三段310之6號
276476,雙嶺,03-4204993,桃園市中壢區松義路111號113號1樓
253082,豐亞,03-4207484,桃園市中壢區民族路六段232號236號1樓
870917,觀園,03-3854111,桃園市大園區大觀路604號606號
258054,濰坊,03-4834752,桃園市觀音區大觀路一段311號1樓
235523,Fresh千塘,03-4839293,桃園市觀音區莊敬路377號379號
121448,富中,03-2820766,桃園市觀音區中山路二段925號
194228,高達,03-2888874,桃園市楊梅區金山街302號1樓
131076,新梅,03-4883261,桃園市楊梅區新農街469-8號469-9號1樓
151689,楊昌,03-4856432,桃園市楊梅區楊新北路23號
253831,瑞揚,03-4756179,桃園市楊梅區新成路97號
275945,欣高,03-4788447,桃園市楊梅區楊梅里文德路1號1樓梅高路52-9號
276948,利新,03-4883112,桃園市楊梅區楊新路三段8號10號
163590,楊興,03-4850364,桃園市楊梅區楊新路三段331號333號
249430,萬鑫,03-4727146,桃園市楊梅區民富路三段828號830號1樓
131906,富崗,03-4728942,桃園市楊梅區新明街450號
243890,寶楊,03-4818602,桃園市楊梅區中山北路二段89號91號1樓
276764,三沅,03-4312709,桃園市楊梅區三民北路88號1樓
942401,楊民,03-4316640,桃園市楊梅區三民北路177號
913540,梅獅,03-4814576,桃園市楊梅區瑞塘里梅獅路二段231號
231772,凰舞,03-4828930,桃園市楊梅區萬大路116巷59號
920962,富先,03-4312760,桃園市楊梅區萬大路111號113號1樓
228042,永誠,03-4815483,桃園市楊梅區永美路385-9號1樓2樓
193845,鑫隆,03-4317934,桃園市楊梅區金龍三路1號3號1樓
185981,新楊埔,03-4814647,桃園市楊梅區中興路47號1樓新興街66號1樓
257659,楊梅環東,03-4883257,桃園市楊梅區環東路297號
130006,楊展,03-4882501,桃園市楊梅區校前路312號316號1樓
982557,駿躍,03-4780803,桃園市楊梅區環南路132號1樓
250658,大楊,03-2888571,桃園市楊梅區楊湖路一段90號92號94號1樓
284798,揚善,03-4785578,桃園市楊梅區中山北路一段23號25號1樓
163970,壢都,03-4579045,桃園市中壢區長沙路131號成都路72號
240282,吉豐,03-4285206,桃園市中壢區長沙路8號10號1樓
944197,華愛,03-4380269,桃園市中壢區華美一路132號136號1樓
122119,榮安,03-4515728,桃園市中壢區榮安十三街297號1樓及榮安十四街2號1樓
251949,立莊,03-4632452,桃園市中壢區莊敬路805號普騰街38巷18號1樓
278531,富莊,03-4623667,桃園市中壢區莊敬路141號
236814,復強,03-4638447,桃園市中壢區自強六路53號復華街212號1樓
146540,長業,03-4535480,桃園市中壢區長春路23號
283913,中孝,03-4517904,桃園市中壢區忠孝路248號1樓2樓
235419,成光,03-4335716,桃園市中壢區成章二街78號1樓
982063,正神,03-4615309,桃園市中壢區成章一街10號12號1樓2樓
935089,福神,03-4631992,桃園市中壢區福德路79號81號
944717,耀康,03-4332976,桃園市中壢區溪洲街267巷1號一樓
274344,豐彩,03-4795793,桃園市龍潭區中豐路398號1樓
250717,百年,03-4700905,桃園市龍潭區烏樹林里中豐路317號１樓
153618,台積Q,03-4899769,桃園市龍潭區龍園六路101號2樓
251916,渴望村,03-4071070,桃園市龍潭區三和里渴望路428號B1樓
973036,新友達,03-4072501,桃園市龍潭區三和里新和路1號B棟7樓
284835,龍政,03-4798711,桃園市龍潭區中正路190號192號1樓2樓
886646,正同,03-4808831,桃園市龍潭區中正里15鄰中正路472號474號
942102,金沅,03-4506616,桃園市平鎮區東勢里金陵路五段255號
206983,揚金,03-2840911,桃園市平鎮區金陵路二段288號
985877,金鋒,03-4385214,桃園市中壢區金鋒四街50巷2號1樓
275565,榮躍,03-4650762,桃園市中壢區榮民南路462號464號
281973,興東,03-4385696,桃園市中壢區中山東路三段226號228號228之1號
210672,龍汶,03-4163082,桃園市中壢區龍文街33巷2號6號1樓
250809,慶福,03-4379089,桃園市中壢區同慶路277號1樓
276074,富友,03-4569015,桃園市中壢區中山東路三段419號421號423號1樓
183251,羿龍,03-4563734,桃園市中壢區龍慈路283號1樓
274908,成龍,03-4572652,桃園市中壢區龍岡路三段192號194號196號1樓
970624,龍侑,03-4601054,桃園市平鎮區龍德路8號1樓;龍福路1號1樓
284499,龍岡,03-4665712,桃園市中壢區龍東路508號510號1樓
122821,平東,03-4607776,桃園市平鎮區平東路225號227號229號1樓
990400,金平,03-4505739,桃園市平鎮區東勢里金陵路四段485號1樓
254421,萬能科,03-4536259,桃園市中壢區萬能路1之2號1樓
244099,A18,03-2877559,桃園市中壢區高鐵北路一段5號B1樓
844745,大溪,03-3871334,桃園市大溪區中央路152號
228307,羅浮,03-3821892,桃園市復興區羅浮119之1號
215873,國藝,03-3576015,桃園市桃園區南平路185號187號1樓
138985,辰興,03-3583730,桃園市桃園區大興西路一段178號1樓新埔五街83號85號1樓
275956,謙悅,03-3151916,桃園市桃園區新埔六街58號60號1樓
250485,詠康,03-3474990,桃園市桃園區長春路37號39號1樓
252551,縣北,03-3318746,桃園市桃園區中山北路136號1樓
184014,市正,03-3317219,桃園市桃園區縣府路88之1號1樓2樓
184449,立揚,03-3314841,桃園市桃園區正光路116號1樓
130899,文中,03-2173104,桃園市桃園區文中路65號1樓
190776,宏亞,03-2289084,桃園市桃園區中平路102號1樓
250980,金學,03-3779254,桃園市桃園區國際一路121號
228547,振聲,03-3354452,桃園市桃園區復興路389號1樓
913012,長陽,03-3711375,桃園市桃園區長沙街90號1樓
262709,崴信,03-3265379,桃園市桃園區信光路22號1樓
120607,青溪,03-3313487,桃園市桃園區自強路2號1樓與中山東路153號1樓
283902,臻愛,03-3352178,桃園市桃園區大業路一段152號
110080,千禧,03-2134732,桃園市龜山區光峰路千禧新城15號1樓
972310,忠湖,03-3287847,桃園市龜山區忠義路二段630號
924573,嶺頂,03-3192515,桃園市龜山區萬壽路二段6巷35號
275211,庚亞,03-3974676,桃園市龜山區復興一路150號1樓
119087,信陽,03-3280293,桃園市龜山區公西里12鄰復興一路86號
971616,新長明,03-3961534,桃園市龜山區復興一路62號1樓
210454,長林,03-3287173,桃園市龜山區復興街5號地下層
182834,緯華,03-3277973,桃園市龜山區文化二路34巷14弄12號14號1樓
200996,廣華,03-2115427,桃園市龜山區文化三路386號1樓
273293,統文,03-3185635,桃園市龜山區文化七路179號1樓
198828,登冠,03-3186887,桃園市龜山區文化二路52巷53號一樓
982214,鑫華夏,03-2115130,桃園市龜山區文化二路28-1號28-2號28-3號1樓
954699,義展,03-3763771,桃園市八德區義勇街151號151-1號1樓
254362,湧北,03-3712775,桃園市八德區東勇街396-1號
231071,森豪,03-2180784,桃園市八德區東勇北路295之1號
214928,勇伯,03-2182953,桃園市八德區東勇北路380號
931456,德勇,03-2188300,桃園市八德區大勇里忠勇街365號
210605,大湧,03-3713287,桃園市八德區東勇二路111號
142124,世傳,03-3670224,桃園市八德區和平路122號126號1樓
943954,冠成,03-3749327,桃園市八德區重慶街172號
988289,桃金,03-3628357,桃園市桃園區金門二街83號及93號1樓
186962,新達豐,03-3643819,桃園市桃園區延平路202號;大豐路194號
238315,擎天,03-3753250,桃園市桃園區桃鶯路50號52號1樓
249876,尊品,03-3634561,桃園市桃園區建國路41-1號1樓
882404,文福,03-3709798,桃園市桃園區文中路747號
940058,國豐,03-2174894,桃園市桃園區國豐六街25號
278520,桃龍,03-3703291,桃園市桃園區龍安街79號81號
244000,八寶,03-3441926,桃園市桃園區德華街173號
182188,新武陵,03-3692146,桃園市桃園區上海路82號84號江南八街49號
260611,鼎桃,03-2171897,桃園市桃園區宏昌六街281號1樓
277240,源盛,03-2172463,桃園市桃園區國聖一街188號1樓;宏昌十二街587號1樓
924986,明光,03-3780845,桃園市八德區中華路157號
113702,高城,03-2173952,桃園市八德區高城八街58巷5號1樓
977991,蜜鄰,03-3606256,桃園市桃園區龍壽街96號98號
144751,鑫帝標,03-3441963,桃園市桃園區龍泉二街65號龍城五街66.68號1樓
251927,富邑,03-3785009,桃園市桃園區龍泉五街82號龍祥街98號
260622,新捷市,03-3704035,桃園市桃園區龍泉六街49號及龍城一街89號91號
238223,德力,03-3778096,桃園市八德區大福里介壽路一段134號136號
230218,桃誠,03-3673394,桃園市八德區公園路160號
142582,智勝,03-3679443,桃園市桃園區桃智路1號3號1樓
279981,新德鴻,03-3767172,桃園市桃園區永福西街111號113號
882172,國僑,03-3644882,桃園市八德區建國路1075號
182225,迎和,03-3634716,桃園市八德區金和路52號
179562,八德介壽,03-3647065,桃園市八德區介壽路二段216號218號1樓
181222,東凌,03-3689594,桃園市八德區中正路112號116號
996475,德僑,03-3659877,桃園市八德區豐德路31號1樓
924654,士香,03-3072579,桃園市大溪區員林路一段228號
121817,文漢,03-3883094,桃園市大溪區文化路188號
180975,興豐,03-3656424,桃園市八德區興豐路418號
166773,廣隆,03-3732294,桃園市八德區廣興路195號
160018,興圓,03-3653530,桃園市八德區長興路76號1樓
180481,福厚,03-3686404,桃園市八德區興仁里建德路229號
199360,上興,03-3135392,桃園市蘆竹區上興路251號253號1樓
180089,亮亞,03-3231648,桃園市蘆竹區大福路189號
952279,竹盈,03-3135745,桃園市蘆竹區大竹里大新路133號1-3樓
195047,祥綸,03-3819721,桃園市大園區高鐵北路三段45號
251053,新昇,03-2871675,桃園市中壢區新生路四段28.30號1樓
275336,園生,03-2871264,桃園市大園區新生路四段273號1樓
180609,青禾,03-4533841,桃園市中壢區高鐵站前西路二段96號1樓
212597,青航,03-2876564,桃園市中壢區領航北路二段60號、民權路四段309號1樓
262569,忠愛莊,03-4984189,桃園市觀音區忠愛路一段90號92號1樓
154116,大崙,03-4984287,桃園市中壢區中正路四段35號
255099,大享,03-4224805,桃園市中壢區中正路1262號1樓
122142,高屋,03-4945931,桃園市中壢區民族路二段150號152號
284639,環民,03-4925034,桃園市中壢區環西路2號1樓民族路336號338號1樓
934695,夜市,03-4024619,桃園市中壢區中央西路二段125號
135713,勝壢,03-4251981,桃園市中壢區中央西路一段一號一樓
261739,志廣,03-4028631,桃園市中壢區志廣路107號109號1樓2樓
138538,三光,03-4029671,桃園市中壢區中央西路二段259號259-1號1樓
963626,家權,03-2810712,桃園市中壢區民權路二段98號
958015,海和,03-4265714,桃園市中壢區六和路66號68號
262787,福州一,03-4623047,桃園市中壢區福州一街102號1樓
263551,新街,03-4617330,桃園市中壢區環北路537號539號543號1樓
130729,韻翔,03-4930896,桃園市平鎮區文化街71號1樓
174774,廣城,03-4924445,桃園市平鎮區廣達里廣平街20號24號1樓
194099,廣耘,03-4029840,桃園市平鎮區廣泰路212號1樓
193498,禾安,03-4010391,桃園市平鎮區平德路295號1樓
253819,廣泰,03-4910675,桃園市平鎮區廣泰路130號132號1樓
920906,開立,03-4950392,桃園市平鎮區新光路19號21號23號1樓
252067,廣興,03-4953721,桃園市平鎮區忠孝路69號1樓
239444,明揚,03-4925297,桃園市平鎮區延平路二段76號
276694,高民,03-4914028,桃園市平鎮區延平路二段214號1樓
284330,宏宇,03-4288596,桃園市平鎮區金陵路二段104號
241355,德興,03-4575450,桃園市平鎮區德育路二段3號1樓振興路12號1樓
144773,森壢,03-4583746,桃園市中壢區新興里2鄰林森路30號1樓
122326,福記,03-4681347,桃園市中壢區林森路166號168號
875484,站行,03-4574334,桃園市中壢區新興路162號
130176,原大,03-4368760,桃園市中壢區實踐路46號1樓
274470,北原,03-4655694,桃園市中壢區新中北路239號241號1樓
184298,航站北,03-3932812,桃園市大園區航站南路15號B1樓
184287,航站南,03-3931733,桃園市大園區航站南路15號B1樓
196291,航站五,03-3932573,桃園市大園區航站南路9號5樓
264451,航園,03-3858746,桃園市大園區中正東路102號
113344,大和園,03-3842854,桃園市大園區中山南路272號及272-1號1樓
265063,新田園,03-3868997,桃園市大園區新興路62號
113078,濱海,03-3935661,桃園市大園區竹圍里五鄰竹圍街45-3號
112329,海湖,03-3544721,桃園市蘆竹區濱海路一段40號42號
182775,航林,03-3836620,桃園市大園區三民路二段626號1樓
113573,果林,03-3935321,桃園市大園區?林里?林路97號1樓
199359,頂社,03-3243632,桃園市蘆竹區山林路三段170-2號
181462,航明,03-3241971,桃園市蘆竹區南山路二段497號1樓
893840,蘆山,03-3118955,桃園市蘆竹區中山路152號154號156號一樓
214294,元翔,03-3112034,桃園市蘆竹區六福路247巷2-1號
180573,國力,03-2170120,桃園市桃園區國際路二段426號428號1樓
976389,新大興,03-2160587,桃園市桃園區大興西路二段253號1樓
209834,福倉,03-3608304,桃園市桃園區正光路425號1樓427號1樓
228569,金汲,03-3383733,桃園市桃園區力行路385巷11號13號1樓
130017,慈德,03-3575083,桃園市桃園區慈德街53號55號57號
180115,慈中,03-3254968,桃園市桃園區中正路820號1樓2樓
263045,桃朋,03-3021150,桃園市桃園區大興西路二段1號1樓
250991,興源,03-3028487,桃園市桃園區大興西路二段82號1樓
282758,同德,03-2150474,桃園市桃園區中埔二街150號
253554,福利國,03-3467422,桃園市桃園區同德六街170號1樓
987910,維瀚,03-3468299,桃園市桃園區中埔六街36號1樓
166463,藝德,03-3258230,桃園市桃園區同德十一街98號100號
255538,雙慶,03-3013836,桃園市桃園區安慶街84號86號1樓
144072,鈺朋,03-3023234,桃園市桃園區莊敬路二段105號1樓
276063,貴族,03-3562962,桃園市桃園區南平路306號1樓
174936,莊正,03-3015412,桃園市桃園區莊二街148號1樓
235660,金萬,03-3584081,桃園市桃園區莊二街1號1樓
241481,國祥,03-3461185,桃園市桃園區自強里經國路685號
227957,國悅,03-3151576,桃園市桃園區天祥七街101號103號
260884,新莊伯,03-3464840,桃園市桃園區莊敬路一段175號177號1樓
151782,健業,03-3581545,桃園市桃園區健行路88號
216555,輕井澤,03-3565648,桃園市桃園區大業路一段355號357號一樓
228318,上青,03-3229405,桃園市蘆竹區中山路12之2號1樓
249522,上賀,03-3217836,桃園市蘆竹區光明路一段100號
941132,錦坎,03-3118092,桃園市蘆竹區南崁路一段76號78號
992510,台茂城堡店,03-2123583,桃園市蘆竹區南崁路一段112號2樓
951036,蘆坎,03-3215438,桃園市蘆竹區南崁里南華一街142號一樓
952327,蘆航,03-3124710,桃園市蘆竹區南興里南昌路18號1樓
239031,國邦,03-3522987,桃園市蘆竹區忠孝西路206號1樓
263414,盧奉,03-2129384,桃園市蘆竹區奉化路25號27號1樓
279958,順舜,03-3228620,桃園市蘆竹區南順六街22號24號26號
149295,航福,03-3229743,桃園市蘆竹區南福街97號99號
131168,民大,03-3256860,桃園市桃園區大興路221號1樓
244147,興一,03-3581837,桃園市桃園區大興路265號
155430,大有,03-3584876,桃園市桃園區大有路547號1樓
251134,有家,03-3257574,桃園市桃園區大有路457號459號1樓
121725,有寶,03-3467732,桃園市桃園區寶山街209號1樓
864886,假日,03-3568448,桃園市桃園區大有路560號1樓
242510,吉聖,03-3793197,桃園市桃園區吉昌街237號1樓
200103,醫林,03-3275392,桃園市龜山區長庚醫護新村80號B1樓
166681,富亨,03-3275307,桃園市龜山區文青路206號208號210號1樓
230230,鑫大庄,03-5401797,新竹市香山區香山里大庄路75、77號1樓
228961,豪順,03-5386259,新竹市香山區香山里瑞光街23號
123190,寶豐,03-5294018,新竹市東區高峰路536巷58號之1
277985,青草湖,03-5296583,新竹市東區明湖里明湖路3鄰1012-1號
972262,煙波,03-5296586,新竹市東區明湖路967號1樓
277262,育賢,03-5624805,新竹市東區南大路611號613號1樓
170853,晏丞,03-5612425,新竹市東區振興路50號1樓
207285,頂福,03-5388361,新竹市香山區中山路622號626號
238131,東香,03-5402700,新竹市香山區頂埔路2號
276111,香圃,03-5305337,新竹市香山區牛埔東路253號1樓
274366,東君,03-5305077,新竹市香山區東華路14號1樓
234519,GRC,03-5678253,新竹市東區科園里工業東三路1號1樓
208761,聯發E,03-5795231,新竹市東區篤行路5號
970451,世界先進,03-5778992,新竹市東區力行路9號2樓
198699,聯發科,03-5679040,新竹市東區篤行一路1號
922566,新竹友達,03-5789976,新竹市東區科學園區力行二路1號
283522,關圓,03-5788214,新竹市東區關東路56號1樓
155131,富首,03-5678054,新竹市東區慈濟路230號1樓
267483,富禹,03-6687604,新竹市東區埔頂三路6號
233309,鴻川谷,03-5798219,新竹市東區埔頂二路101號
264864,埔竹,03-5781471,新竹市東區埔頂二路148號1樓
236157,學圓,03-6687254,新竹市東區科學園路54號1樓
253691,科有,03-5779289,新竹市東區光復路一段531巷70-1號
249164,復全,03-5771145,新竹市東區新莊里長春街11.13號1樓
185257,藍海,03-5679182,新竹市東區關新路21號1樓
253989,金山街,03-5794468,新竹市東區金山街30號1樓
240190,梅竹,03-5714668,新竹市東區光明里14鄰大學路56號58號60號
215910,迎竹,03-5165987,新竹市東區大學路1001-2號
281124,高清,03-5737884,新竹市東區建功里建功路6號1樓
164962,清大,03-5166254,新竹市東區光復路二段101號
275509,公學,03-5748532,新竹市東區建功一路93號
211859,水水,03-5165479,新竹市東區水源街69號1樓
262396,保忠,03-5738890,新竹市東區忠孝路1號
991506,新勝,03-5715124,新竹市東區東光路75號1樓
278667,佑忠,03-5619024,新竹市東區忠孝路430號432號
924919,學英,03-5728236,新竹市東區學府路37號
278863,東品,03-5618092,新竹市東區食品路146號1樓
980735,鑫旭升,03-5619048,新竹市東區東南街98號1樓
944326,天湖,03-5621482,新竹市東區明湖路180號
252609,育英,03-5231551,新竹市北區育英里15鄰四維路53號1樓.西門街212號1樓
249810,東中,03-5212078,新竹市北區東門街194號1+B1樓
249821,竹城,03-5250326,新竹市北區西門里中山路100號
193122,北大門,03-5259596,新竹市北區北門街96號1樓
941914,新親仁,03-5336597,新竹市東區親仁里仁愛街30號1樓
864808,城北,03-5239470,新竹市北區城北街43號
249832,恆新,03-5242900,新竹市北區民富里7鄰北大路342號
254339,磐石,03-5338457,新竹市北區西大路740號1樓
184025,新悅,03-5428767,新竹市北區經國路二段188號190號1樓
132297,空軍,03-5430162,新竹市北區中正路385號387號1樓
240101,正御,03-5430369,新竹市北區中正路309號1+B1樓
976688,正國,03-5436459,新竹市北區中正路286之1號一樓
274562,竹陵,03-5153239,新竹市北區東大路二段174號
231200,武陵,03-5409439,新竹市北區武陵路63號1樓
216197,禾雅,03-5423106,新竹市東區鐵道路一段66號
920032,千久,03-5338512,新竹市東區民主路154號156號
250913,自興,03-5354292,新竹市東區自由路69號
283784,雙民,03-5347583,新竹市東區民族路205號1樓
137030,新竹民,03-5341957,新竹市東區民族路114號116號1樓
282183,日光,03-5427853,新竹市東區民權路100號1樓
252506,竹博,03-5152946,新竹市東區民生路226號
279589,東民,03-5723680,新竹市東區忠孝路149號
251145,大潤,03-5359394,新竹市北區湳雅里22鄰湳雅街46號
136152,宏光,03-5317661,新竹市北區光華一街29號1樓
174176,竹森,03-5424164,新竹市北區光華東街105.107號
194619,寶捷,03-5340151,新竹市東區田美三街35號
234748,新竹金農,03-5429700,新竹市北區金農路2號
236755,金采,03-5426032,新竹市北區金雅路62號
232764,金雅,03-5426331,新竹市北區金雅路165號
234380,東延,03-5365573,新竹市北區延平路三段590號1樓
950033,盛天,03-5369457,新竹市北區延平路三段545號
239673,關新,03-5782449,新竹市東區關新路179號1樓
951678,里客,03-5244323,新竹市東區民族路7號1樓
207573,啟碁,03-5774765,新竹縣寶山鄉園區二路20號1樓
912927,台積二,03-5797355,新竹縣寶山鄉園區三路121號B1
183343,進一廠,03-5798620,新竹縣寶山鄉園區三路123號
130338,台積電,03-5773140,新竹縣寶山鄉研新二路6號
912938,台積三,03-5797212,新竹縣寶山鄉研新一路9號
233675,P8廠北,03-5670682,新竹縣寶山鄉科環路168號B1樓
122290,台積P6,03-5798243,新竹縣寶山鄉新竹科學園區園區二路166號
143552,台積,03-5790640,新竹縣寶山鄉園區二路168號1樓
154080,積七,03-5790146,新竹縣寶山鄉園區二路170號1樓
130707,菄族,03-5822817,新竹縣竹東鎮民族路66號1樓
239064,朝陽,03-5103109,新竹縣竹東鎮朝陽路70號72號74號1樓
252964,長政,03-5103216,新竹縣竹東鎮中正路15號1樓
253727,福崙,03-5558473,新竹縣竹北市福興路705號1樓
279350,縣科,03-5585349,新竹縣竹北市縣政二路南段103號
210801,印月,03-5584561,新竹縣竹北市科大一路140號1樓
214227,府樂,03-5585235,新竹縣竹北市縣政九路80號一樓
997847,沐庭,03-5586247,新竹縣竹北市光明六路106號1樓
