店號,店名,縣巿,地址,電話
165596,元町,新北市,鶯歌區光明街128號130號1樓,02-26708742
215769,歌亭,新北市,鶯歌區尖山里尖山路150號,02-26791544
239499,鶯瓷,新北市,鶯歌區尖山埔路100號102號,02-26776941
207104,金鶯鎮,新北市,鶯歌區尖山路217之3號1樓,02-86773990
179861,樂陶,新北市,鶯歌區尖山路276號1樓,02-26775483
236146,鳳龍,新北市,鶯歌區鳳鳴路541號543號1樓,02-86777645
253680,龍武,新北市,鶯歌區龍五路89號,02-26790702
982328,長虹,新北市,鶯歌區鶯桃路432號1樓,02-26789855
238223,德力,桃園市,八德區大福里介壽路一段134號136號,03-3778096
230218,桃誠,桃園市,八德區公園路160號,03-3673394
210605,大湧,桃園市,八德區東勇二路111號,03-3713287
231071,森豪,桃園市,八德區東勇北路295之1號,03-2180784
254362,湧北,桃園市,八德區東勇街396-1號,03-3712775
182225,迎和,桃園市,八德區金和路52號,03-3634716
882172,國僑,桃園市,八德區建國路1075號,03-3644882
192990,國仁,桃園市,八德區建國路250號256號,03-3680340
287409,桃漾,桃園市,八德區建德路350號,03-3732703
113702,高城,桃園市,八德區高城八街58巷5號1樓,03-2173952
166773,廣隆,桃園市,八德區廣興路195號,03-3732294
180481,福厚,桃園市,八德區興仁里建德路229號,03-3686404
996475,德僑,桃園市,八德區豐德路31號1樓,03-3659877
231288,鑫豐洲,桃園市,八德區豐德路577號建德路20號,03-3681084
113573,果林,桃園市,大園區?林里?林路97號1樓,03-3935321
289368,果佑,桃園市,大園區?林路20號,03-3838716
230920,高青,桃園市,大園區大成路一段2號1樓,03-2876212
232203,北林,桃園市,大園區大成路二段127號129號1樓2樓,03-2870462
268637,江河,桃園市,大園區中正東路三段536巷20號22號,03-3818248
269216,環海,桃園市,大園區科二街1號,03-3862614
196291,航站五,桃園市,大園區航站南路9號5樓,03-3932573
195047,祥綸,桃園市,大園區高鐵北路三段45號,03-3819721
275336,園生,桃園市,大園區新生路四段273號1樓,03-2871264
265063,新田園,桃園市,大園區新興路62號,03-3868997
844745,大溪,桃園市,大溪區中央路152號,03-3871334
110909,翁武,桃園市,大溪區文化路108號1樓,03-3884037
924654,士香,桃園市,大溪區員林路一段228號,03-3072579
289678,康曦,桃園市,大溪區康莊路197號1樓,03-3874259
274676,王子,桃園市,中壢區三光路130號1樓,03-4913785
281973,興東,桃園市,中壢區中山東路三段226號228號228之1號,03-4385696
141453,聖央,桃園市,中壢區中央西路一段78號1樓,03-4228137
135713,勝壢,桃園市,中壢區中央西路一段一號一樓,03-4251981
138538,三光,桃園市,中壢區中央西路二段259號259-1號1樓,03-4029671
255099,大享,桃園市,中壢區中正路1262號1樓,03-4224805
154116,大崙,桃園市,中壢區中正路四段35號,03-4984287
263388,壢美,桃園市,中壢區中美路39號1樓及建國北路55號1樓,03-4268113
137948,美壢,桃園市,中壢區中美路二段72號,03-4222708
278519,成豐,桃園市,中壢區元化路197巷3號1樓,03-4526834
264417,新壢,桃園市,中壢區日新路66號68號,03-4387924
122142,高屋,桃園市,中壢區民族路二段150號152號,03-4945931
159041,金權,桃園市,中壢區光明里中央西路二段49號,03-2813118
277114,吉美,桃園市,中壢區吉林二路77號77之1號1樓,03-4517400
250809,慶福,桃園市,中壢區同慶路277號1樓,03-4379089
982063,正神,桃園市,中壢區成章一街10號12號1樓2樓,03-4615309
277284,成章,桃園市,中壢區成章二街192號,03-4352320
235419,成光,桃園市,中壢區成章二街78號1樓,03-4335716
256254,中壢華強,桃園市,中壢區自強四路64號,03-4513996
283913,中孝,桃園市,中壢區忠孝路248號1樓2樓,03-4517904
276476,雙嶺,桃園市,中壢區松義路111號113號1樓,03-4204993
122326,福記,桃園市,中壢區林森路166號168號,03-4681347
240282,吉豐,桃園市,中壢區長沙路8號10號1樓,03-4285206
146540,長業,桃園市,中壢區長春路23號,03-4535480
268774,Fresh青塘,桃園市,中壢區青昇路318號320號,03-2878920
194974,松容,桃園市,中壢區青溪路一段85號,03-2872042
165024,福瑞,桃園市,中壢區信義里福州路201號,03-4162840
273581,慶和,桃園市,中壢區後寮一路140號142號1樓,03-4163181
180609,青禾,桃園市,中壢區高鐵站前西路二段96號1樓,03-4533841
159063,健行,桃園市,中壢區健行路230號1樓,03-4679214
251813,莊壢,桃園市,中壢區莊敬路199號,03-4536041
251949,立莊,桃園市,中壢區莊敬路805號普騰街38巷18號1樓,03-4632452
944197,華愛,桃園市,中壢區華美一路132號136號1樓,03-4380269
241931,祥勛,桃園市,中壢區華勛街293號1樓,03-4162350
278988,海華,桃園市,中壢區慈惠三街152號154號1樓,03-2806864
138963,新中北,桃園市,中壢區新中北路1018-1號1樓,03-4617466
274470,北原,桃園市,中壢區新中北路239號241號1樓,03-4655694
263908,笙園,桃園市,中壢區新生路738號740號742號1樓,03-4517406
278955,興聖,桃園市,中壢區新生路二段48號1樓,03-4533046
144773,森壢,桃園市,中壢區新興里2鄰林森路30號1樓,03-4583746
256807,高德,桃園市,中壢區聖德路一段450號,03-4256376
275565,榮躍,桃園市,中壢區榮民南路462號464號,03-4650762
894418,惠祥,桃園市,中壢區榮安一街293號,03-4636004
122119,榮安,桃園市,中壢區榮安十三街297號1樓及榮安十四街2號1樓,03-4515728
262787,福州一,桃園市,中壢區福州一街102號1樓,03-4623047
935089,福神,桃園市,中壢區福德路79號81號,03-4631992
212597,青航,桃園市,中壢區領航北路二段60號、民權路四段309號1樓,03-2876564
287029,壢福,桃園市,中壢區廣州路200號202號1樓,03-4589913
253163,新壢智,桃園市,中壢區興仁路二段57號1樓,03-2854198
912352,奇采,桃園市,中壢區興仁路三段115號1樓,03-4378428
210672,龍汶,桃園市,中壢區龍文街33巷2號6號1樓,03-4163082
260138,瓏來,桃園市,中壢區龍昌路308號310號312號1樓,03-4656936
293172,瓏門,桃園市,中壢區龍昌路538號1樓,03-4662035
284499,龍岡,桃園市,中壢區龍東路508號510號1樓,03-4665712
183251,羿龍,桃園市,中壢區龍慈路283號1樓,03-4563734
263551,新街,桃園市,中壢區環北路537號539號543號1樓,03-4617330
284639,環民,桃園市,中壢區環西路2號1樓民族路336號338號1樓,03-4925034
922485,比利,桃園市,平鎮區上海路161號,03-4396297
255365,忠貞,桃園市,平鎮區中山路63之3號63之5號,03-4564991
139287,翁京,桃園市,平鎮區中豐路南勢二段118號,03-4399112
122821,平東,桃園市,平鎮區平東路225號227號229號1樓,03-4607776
287247,禾安,桃園市,平鎮區平德路295號1樓,03-4010391
276694,高民,桃園市,平鎮區延平路二段214號1樓,03-4914028
252067,廣興,桃園市,平鎮區忠孝路69號1樓,03-4953721
942102,金沅,桃園市,平鎮區東勢里金陵路五段255號,03-4506616
284330,宏宇,桃園市,平鎮區金陵路二段104號,03-4288596
206983,揚金,桃園市,平鎮區金陵路二段288號,03-2840911
126454,海利,桃園市,平鎮區長沙街1號1樓上海路115號1樓,03-4398201
153995,京利,桃園市,平鎮區南京路206號,03-4397374
190798,鎮豐,桃園市,平鎮區南豐路99號1樓,03-4699948
920906,開立,桃園市,平鎮區新光路19號21號23號1樓,03-4950392
284684,富寶,桃園市,平鎮區新富五街9號1樓,03-4288651
284318,達義,桃園市,平鎮區義民路199號1樓,03-4022472
253819,廣泰,桃園市,平鎮區廣泰路130號132號1樓,03-4910675
194099,廣耘,桃園市,平鎮區廣泰路212號1樓,03-4029840
293828,廣城,桃園市,平鎮區廣達里廣平街20號24號1樓,03-4924445
241355,德興,桃園市,平鎮區德育路二段3號1樓振興路12號1樓,03-4575450
970624,龍侑,桃園市,平鎮區龍德路8號1樓;龍福路1號1樓,03-4601054
228569,金汲,桃園市,桃園區力行路385巷11號13號1樓,03-3383733
234151,力一,桃園市,桃園區力行路515號1樓,03-2174971
182188,新武陵,桃園市,桃園區上海路82號84號江南八街49號,03-3692146
210845,大權,桃園市,桃園區大同路43號1樓B1樓,03-3380665
251134,有家,桃園市,桃園區大有路457號459號1樓,03-3257574
155430,大有,桃園市,桃園區大有路547號1樓,03-3584876
864886,假日,桃園市,桃園區大有路560號1樓,03-3568448
263827,連埔,桃園市,桃園區大連一街61號正康四街8號1樓,03-3469674
283902,臻愛,桃園市,桃園區大業路一段152號,03-3352178
216555,輕井澤,桃園市,桃園區大業路一段355號357號一樓,03-3565648
249566,三元,桃園市,桃園區大業路一段54號56號1樓,03-3311502
138985,辰興,桃園市,桃園區大興西路一段178號1樓新埔五街83號85號1樓,03-3583730
263045,桃朋,桃園市,桃園區大興西路二段1號1樓,03-3021150
250991,興源,桃園市,桃園區大興西路二段82號1樓,03-3028487
244147,興一,桃園市,桃園區大興路265號,03-3581837
136495,立國,桃園市,桃園區中山東路51號1樓,03-3323125
190776,宏亞,桃園市,桃園區中平路102號1樓,03-2289084
240776,中慈,桃園市,桃園區中正三街411號1樓,03-3551274
193454,桃遠百,桃園市,桃園區中正路20號B1樓,03-3397497
254683,新光信,桃園市,桃園區中正路612號,03-3316920
227957,國悅,桃園市,桃園區天祥七街101號103號,03-3151576
184449,立揚,桃園市,桃園區正光路116號1樓,03-3314841
286808,福倉,桃園市,桃園區正光路425號1樓427號1樓,03-3608304
173678,正康,桃園市,桃園區民光路49號,03-3370054
184232,星宇,桃園市,桃園區永安路739號1樓,03-2161994
242510,吉聖,桃園市,桃園區吉昌街237號1樓,03-3793197
166463,藝德,桃園市,桃園區同德十一街98號100號,03-3258230
255538,雙慶,桃園市,桃園區安慶街84號86號1樓,03-3013836
260611,鼎桃,桃園市,桃園區宏昌六街281號1樓,03-2171897
262651,益壽,桃園市,桃園區延壽街169號171號,03-3922974
988289,桃金,桃園市,桃園區金門二街83號及93號1樓,03-3628357
282585,央晉,桃園市,桃園區青溪一路1號及中央街223號,03-3476159
215873,國藝,桃園市,桃園區南平路185號187號1樓,03-3576015
257811,桃園總圖,桃園市,桃園區南平路301號1樓106櫃位,03-3168695
249876,尊品,桃園市,桃園區建國路41-1號1樓,03-3634561
262477,全鎮,桃園市,桃園區春日路238號240號1樓,03-3398439
283658,春寶,桃園市,桃園區春日路670號1樓,03-3574543
236009,祥儀,桃園市,桃園區桃鶯路457號459號1樓,03-3636469
238315,擎天,桃園市,桃園區桃鶯路50號52號1樓,03-3753250
180573,國力,桃園市,桃園區國際路二段426號428號1樓,03-2170120
940058,國豐,桃園市,桃園區國豐六街25號,03-2174894
174936,莊正,桃園市,桃園區莊二街148號1樓,03-3015412
235660,金萬,桃園市,桃園區莊二街1號1樓,03-3584081
144072,鈺朋,桃園市,桃園區莊敬路二段105號1樓,03-3023234
228547,振聲,桃園市,桃園區復興路389號1樓,03-3354452
130017,慈德,桃園市,桃園區慈德街53號55號57號,03-3575083
275956,謙悅,桃園市,桃園區新埔六街58號60號1樓,03-3151916
249485,經國一,桃園市,桃園區經國路838號1樓,03-3584043
276580,漢揚,桃園市,桃園區漢中路123號1樓,03-3613923
187987,益志,桃園市,桃園區樹仁三街102號,03-3647281
260622,新捷市,桃園市,桃園區龍泉六街49號及龍城一街89號91號,03-3704035
240248,寶山街,桃園市,桃園區寶山街280號1樓,03-3258340
954622,新屋中華,桃園市,新屋區中華路357號1樓,03-4776260
866158,新屋,桃園市,新屋區新生里12鄰中山路367號369號371號,03-4772056
276764,三沅,桃園市,楊梅區三民北路88號1樓,03-4312709
185981,新楊埔,桃園市,楊梅區中興路47號1樓新興街66號1樓,03-4814647
266468,一品,桃園市,楊梅區民生街149號,03-4726319
249430,萬鑫,桃園市,楊梅區民富路三段828號830號1樓,03-4727146
228042,永誠,桃園市,楊梅區永美路385-9號1樓2樓,03-4815483
194228,高達,桃園市,楊梅區金山街302號1樓,03-2888874
249762,大成,桃園市,楊梅區梅山西街10號,03-4781599
142272,高尚,桃園市,楊梅區梅高路二段136巷5號,03-4850532
131906,富崗,桃園市,楊梅區新明街450號,03-4728942
275945,欣高,桃園市,楊梅區楊梅里文德路1號1樓梅高路52-9號,03-4788447
250658,大楊,桃園市,楊梅區楊湖路一段90號92號94號1樓,03-2888571
151689,楊昌,桃園市,楊梅區楊新北路23號,03-4856432
163590,楊興,桃園市,楊梅區楊新路三段331號333號,03-4850364
276948,利新,桃園市,楊梅區楊新路三段8號10號,03-4883112
913540,梅獅,桃園市,楊梅區瑞塘里梅獅路二段231號,03-4814576
920962,富先,桃園市,楊梅區萬大路111號113號1樓,03-4312760
231772,凰舞,桃園市,楊梅區萬大路116巷59號,03-4828930
241964,電研所,桃園市,楊梅區電研路99之2號99之3號1樓,03-4905483
982557,駿躍,桃園市,楊梅區環南路132號1樓,03-4780803
241067,鑽石,桃園市,龍潭區八德里梅龍路23鄰139號141號1樓,03-4700461
251916,渴望村,桃園市,龍潭區三和里渴望路428號B1樓,03-4071070
973036,新友達,桃園市,龍潭區三和里新和路1號B棟7樓,03-4072501
886646,正同,桃園市,龍潭區中正里15鄰中正路472號474號,03-4808831
239330,同華,桃園市,龍潭區中正里龍華路396號1樓,03-4898471
122692,龍德,桃園市,龍潭區中興路460號462號,03-4707206
287269,豐彩,桃園市,龍潭區中豐路398號1樓,03-4795793
241517,龍池,桃園市,龍潭區中豐路上林段187號189號1樓,03-4993671
281892,龍逸,桃園市,龍潭區民族路372號374號1樓,03-4794078
250717,百年,桃園市,龍潭區烏樹林里中豐路317號１樓,03-4700905
257246,龍潭神瓏,桃園市,龍潭區神龍路37之1號,03-4092397
253598,山民,桃園市,龜山區三民路100號,03-3198039
244055,興強,桃園市,龜山區中興路一段14號16號,03-3206055
282334,庚大,桃園市,龜山區文化一路259號B1樓,03-2118165
185855,愿景,桃園市,龜山區文化一路42號,03-3974428
273293,統文,桃園市,龜山區文化七路179號1樓,03-3185635
982214,鑫華夏,桃園市,龜山區文化二路28-1號28-2號28-3號1樓,03-2115130
182834,緯華,桃園市,龜山區文化二路34巷14弄12號14號1樓,03-3277973
200996,廣華,桃園市,龜山區文化三路386號1樓,03-2115427
166681,富亨,桃園市,龜山區文青路206號208號210號1樓,03-3275307
289025,郵政園區,桃園市,龜山區文信路286號1樓,03-3978854
110080,千禧,桃園市,龜山區光峰路千禧新城15號1樓,03-2134732
972310,忠湖,桃園市,龜山區忠義路二段630號,03-3287847
151900,柏魁,桃園市,龜山區振興路1021之1號,03-3503111
153478,陸光,桃園市,龜山區陸光路83號85號1樓,03-2132406
275211,庚亞,桃園市,龜山區復興一路150號1樓,03-3974676
184922,新九揚,桃園市,龜山區復興一路264號1樓,03-3274670
971616,新長明,桃園市,龜山區復興一路62號1樓,03-3961534
210454,長林,桃園市,龜山區復興街5號地下層,03-3287173
120917,頂湖,桃園市,龜山區新興街240號242號244號1樓,03-3277012
268198,樂泰,桃園市,龜山區新興街82號86號,03-3973912
957768,光峰,桃園市,龜山區楓樹里光峰路296號298號一樓,03-3209796
180377,萬龍,桃園市,龜山區萬壽路一段307號309號1樓,02-82001015
924573,嶺頂,桃園市,龜山區萬壽路二段6巷35號,03-3192515
285920,龜山銘傳,桃園市,龜山區德明路152號154號1樓,03-3504227
274964,宜峰,桃園市,龜山區樂善三路112號,03-3275417
283614,富敦,桃園市,龜山區樂學三路83號1樓,03-3277894
267346,竹星,桃園市,蘆竹區上興路129號,03-3137704
199360,上興,桃園市,蘆竹區上興路251號253號1樓,03-3135392
294072,竹盈,桃園市,蘆竹區大竹里大新路133號1-3樓,03-3135745
993502,航竹,桃園市,蘆竹區大竹路408號1樓,03-3231007
922474,八角店,桃園市,蘆竹區大竹路5號,03-2151993
180089,亮亞,桃園市,蘆竹區大福路189號,03-3231648
228318,上青,桃園市,蘆竹區中山路12之2號1樓,03-3229405
864462,航空,桃園市,蘆竹區中正路304號,03-3223603
286886,鑫興,桃園市,蘆竹區中興路528號,03-3138517
263296,錦明,桃園市,蘆竹區光明路二段102號1樓,03-3116303
210498,吉翔,桃園市,蘆竹區吉林路130號1樓,03-3530673
252735,吉福,桃園市,蘆竹區吉林路167號1樓,03-2126804
239031,國邦,桃園市,蘆竹區忠孝西路206號1樓,03-3522987
288321,樂嘉,桃園市,蘆竹區長興路二段76號1樓,03-3242835
181141,桃捷,桃園市,蘆竹區南山路三段98號100號1樓2樓,03-3244919
283843,景竹,桃園市,蘆竹區南竹路五段200號1樓,03-3134014
992510,台茂城堡店,桃園市,蘆竹區南崁路一段112號2樓,03-2123583
941132,錦坎,桃園市,蘆竹區南崁路一段76號78號,03-3118092
279958,順舜,桃園市,蘆竹區南順六街22號24號26號,03-3228620
149295,航福,桃園市,蘆竹區南福街97號99號,03-3229743
952327,蘆航,桃園市,蘆竹區南興里南昌路18號1樓,03-3124710
258054,濰坊,桃園市,觀音區大觀路一段311號1樓,03-4834752
121448,富中,桃園市,觀音區中山路二段925號,03-2820766
257268,觀高,桃園市,觀音區文中路30號,03-2824165
266480,崙萍,桃園市,觀音區忠愛路一段339號,03-4985133
235523,Fresh千塘,桃園市,觀音區莊敬路377號379號,03-4839293
976688,正國,新竹市,北區中正路286之1號一樓,03-5436459
240101,正御,新竹市,北區中正路309號1+B1樓,03-5430369
132297,空軍,新竹市,北區中正路385號387號1樓,03-5430162
193122,北大門,新竹市,北區北門街96號1樓,03-5259596
249832,恆新,新竹市,北區民富里7鄰北大路342號,03-5242900
174176,竹森,新竹市,北區光華東街105.107號,03-5424164
241986,東竺,新竹市,北區竹光路498號,03-5264611
254339,磐石,新竹市,北區西大路740號1樓,03-5338457
249821,竹城,新竹市,北區西門里中山路100號,03-5250326
275635,世達,新竹市,北區延平路一段159號1樓,03-5268728
286680,盛天,新竹市,北區延平路三段545號,03-5369457
234380,東延,新竹市,北區延平路三段590號1樓,03-5365573
274562,竹陵,新竹市,北區東大路二段174號,03-5153239
249810,東中,新竹市,北區東門街194號1+B1樓,03-5212078
231200,武陵,新竹市,北區武陵路63號1樓,03-5409439
236755,金采,新竹市,北區金雅路62號,03-5426032
293758,新竹金農,新竹市,北區金農路2號,03-5429700
228503,冠亨,新竹市,北區南寮里東大路四段123號,03-5361884
251145,大潤,新竹市,北區湳雅里22鄰湳雅街46號,03-5359394
184025,新悅,新竹市,北區經國路二段188號190號1樓,03-5428767
970451,世界先進,新竹市,東區力行路9號2樓,03-5778992
215910,迎竹,新竹市,東區大學路1001-2號,03-5165987
211859,水水,新竹市,東區水源街69號1樓,03-5165479
920032,千久,新竹市,東區民主路154號156號,03-5338512
252506,竹博,新竹市,東區民生路226號,03-5152946
137030,新竹民,新竹市,東區民族路114號116號1樓,03-5341957
283784,雙民,新竹市,東區民族路205號1樓,03-5347583
293541,日光,新竹市,東區民權路100號1樓,03-5427853
194619,寶捷,新竹市,東區田美三街35號,03-5340151
240190,梅竹,新竹市,東區光明里14鄰大學路56號58號60號,03-5714668
253691,科有,新竹市,東區光復路一段531巷70-1號,03-5779289
164962,清大,新竹市,東區光復路二段101號,03-5166254
250913,自興,新竹市,東區自由路69號,03-5354292
279589,東民,新竹市,東區忠孝路149號,03-5723680
262396,保忠,新竹市,東區忠孝路1號,03-5738890
278667,佑忠,新竹市,東區忠孝路430號432號,03-5619024
972262,煙波,新竹市,東區明湖路967號1樓,03-5296586
991506,新勝,新竹市,東區東光路75號1樓,03-5715124
294739,東環,新竹市,東區東門街33號,03-5266382
980735,鑫旭升,新竹市,東區東南街98號1樓,03-5619048
233882,金山里,新竹市,東區金山街207號1樓,03-5778270
253989,金山街,新竹市,東區金山街30號1樓,03-5794468
275509,公學,新竹市,東區建功一路93號,03-5748532
267276,馬偕兒,新竹市,東區建功二路28號B1,03-5716143
250511,金功,新竹市,東區建功二路2號及6號1樓,03-5738402
281124,高清,新竹市,東區建功里建功路6號1樓,03-5737884
180090,文清,新竹市,東區建功路49號1.2樓,03-5744701
922566,新竹友達,新竹市,東區科學園區力行二路1號,03-5789976
236157,學圓,新竹市,東區科學園路54號1樓,03-6687254
278863,東品,新竹市,東區食品路146號1樓,03-5618092
233309,鴻川谷,新竹市,東區埔頂二路101號,03-5798219
264864,埔竹,新竹市,東區埔頂二路148號1樓,03-5781471
267483,富禹,新竹市,東區埔頂三路6號,03-6687604
123190,寶豐,新竹市,東區高峰路536巷58號之1,03-5294018
284592,高灃,新竹市,東區高翠路331號1樓,03-5670804
155131,富首,新竹市,東區慈濟路230號1樓,03-5678054
235040,寶食,新竹市,東區新光里1鄰食品路389號1樓,03-5626647
249164,復全,新竹市,東區新莊里長春街11.13號1樓,03-5771145
920216,翊銘,新竹市,東區新莊街182號186號,03-5774378
924919,學英,新竹市,東區學府路37號,03-5728236
198699,聯發科,新竹市,東區篤行一路1號,03-5679040
941914,新親仁,新竹市,東區親仁里仁愛街30號1樓,03-5336597
239673,關新,新竹市,東區關新路179號1樓,03-5782449
185257,藍海,新竹市,東區關新路21號1樓,03-5679182
216197,禾雅,新竹市,東區鐵道路一段66號,03-5423106
260998,鎵華,新竹市,香山區中華路六段131.133.135號1樓,03-5183412
261304,香山,新竹市,香山區牛埔路447號,03-5300114
274366,東君,新竹市,香山區東華路14號1樓,03-5305077
230230,鑫大庄,新竹市,香山區香山里大庄路75、77號1樓,03-5401797
228961,豪順,新竹市,香山區香山里瑞光街23號,03-5386259
238131,東香,新竹市,香山區頂埔路2號,03-5402700
259172,新三民,新竹縣,竹北市三民路202、206號1樓,03-5528354
236906,竹杉,新竹縣,竹北市中山路303號(臨),03-5559473
234944,北泱,新竹縣,竹北市中央路200號1樓,03-5517352
273880,銓國,新竹縣,竹北市中正西路244.246號,03-5534785
282943,中新,新竹縣,竹北市中正西路389號1樓,03-5559619
131456,竹崙,新竹縣,竹北市中華路153號1樓,03-5539359
883315,飛利浦,新竹縣,竹北市中華路548號550號,03-5544216
261326,竹北中華,新竹縣,竹北市中華路881號1樓,03-5535441
181602,大硯,新竹縣,竹北市文興路311號,03-6688042
268442,生醫,新竹縣,竹北市生醫路二段22號1樓,03-6672592
283267,明采,新竹縣,竹北市光明一路158號1樓,03-5587067
264071,新縣政,新竹縣,竹北市光明九路12號1樓,03-6568254
273857,北崙,新竹縣,竹北市光明三路35.37號1樓,03-5558347
239318,光揚,新竹縣,竹北市光明六路247號249號251號一樓,03-5588571
264440,強鹿,新竹縣,竹北市自強北路256號1樓,03-6577734
923226,鹿家,新竹縣,竹北市自強南路136號,03-5509423
231473,鳳杉,新竹縣,竹北市長青路二段251-1號臨,03-5562482
210801,印月,新竹縣,竹北市科大一路140號1樓,03-5584561
241953,星空,新竹縣,竹北市高鐵七路167號1樓,03-6580441
261599,禾遠,新竹縣,竹北市莊敬五街13號,03-6585974
122038,宇軒,新竹縣,竹北市勝利二路85號1樓,03-6576632
180322,采虹,新竹縣,竹北市勝利八街一段345.347號1樓,03-6583504
274001,大勝,新竹縣,竹北市勝利十一路101號,03-6681541
285850,新北竹,新竹縣,竹北市博愛街358.360號1樓,03-5554064
294359,竹北復興,新竹縣,竹北市復興二路68號 嘉豐七街60號62號66號,03-6582411
193487,豐富,新竹縣,竹北市復興三路一段105號1樓,03-6670394
199429,竹樺,新竹縣,竹北市華興街298號1樓,03-5516946
288251,嘉政二,新竹縣,竹北市嘉政二街51號,03-6589421
237828,家安,新竹縣,竹北市嘉興路168巷2號,03-6670625
281250,家興,新竹縣,竹北市嘉豐五路二段168號1樓,03-5502894
252078,鐵興,新竹縣,竹北市嘉豐六路二段16號.18號.12號部分,03-6579784
278128,豐禾,新竹縣,竹北市嘉豐六路二段76號1樓,03-6586194
251857,六家,新竹縣,竹北市福興東路二段105號1樓,03-6672052
253727,福崙,新竹縣,竹北市福興路705號1樓,03-5558473
279350,縣科,新竹縣,竹北市縣政二路南段103號,03-5585349
211099,環鑫,新竹縣,竹北市環北路五段61號1樓,03-5556139
252964,長政,新竹縣,竹東鎮中正路15號1樓,03-5103216
188979,東鑽,新竹縣,竹東鎮北興路三段517號519號,03-5963395
130707,菄族,新竹縣,竹東鎮民族路66號1樓,03-5822817
268855,安筌,新竹縣,竹東鎮竹中路87-1號,03-5827960
277675,東亭,新竹縣,竹東鎮和江街2號6號,03-5104097
293596,富正,新竹縣,竹東鎮東寧路一段261號1樓,03-5110382
871976,光春,新竹縣,竹東鎮長春路三段253號,03-5952490
239064,朝陽,新竹縣,竹東鎮朝陽路70號72號74號1樓,03-5103109
181691,宥昌,新竹縣,芎林鄉文富街100號1樓,03-5926051
286440,力成貳,新竹縣,湖口鄉三民路7號B1,03-5974877
278841,鑫力成,新竹縣,湖口鄉大同路10號6樓,03-6960841
285447,力成三,新竹縣,湖口鄉大同路15之1號6樓,03-6960346
287144,力成科,新竹縣,湖口鄉大同路26號6樓,03-5972154
268109,緯創N2,新竹縣,湖口鄉工業三路2號(B1員工餐廳),03-6960494
187091,湖崗,新竹縣,湖口鄉中山路二段430號,03-5995848
250625,湖山,新竹縣,湖口鄉中山路三段487號489號,03-5901262
243856,湖口達成,新竹縣,湖口鄉中正村中正六街220號,03-5905023
123363,湖口,新竹縣,湖口鄉中正路一段34號、36號,03-5994895
276340,新湖工,新竹縣,湖口鄉中華路54號,03-5974942
242141,安順,新竹縣,湖口鄉永安街66號68號1樓,03-6960675
242565,悠揚,新竹縣,湖口鄉安宅八街1號3號1樓,03-5974482
234933,湖功,新竹縣,湖口鄉成功路423號1樓,03-5902873
257039,湖口成功,新竹縣,湖口鄉成功路616號、616-1號,03-5902064
863458,醫湖,新竹縣,湖口鄉孝勢里忠孝路20號22號,03-5904938
209982,湖貫,新竹縣,湖口鄉新興路486號,03-5575025
293068,湖口大智,新竹縣,湖口鄉鳳凰村仁興路1巷27號29號1樓,03-5979953
242705,德和,新竹縣,湖口鄉德盛村德興路148、150、152號1樓,03-5908069
273592,新埔,新竹縣,新埔鎮中正路221號,03-5887237
137535,埔田,新竹縣,新埔鎮中正路5號7號1樓,03-5882584
893655,埔中,新竹縣,新埔鎮中正路617號619號621號,03-5888775
230894,埔山,新竹縣,新埔鎮文山路犁頭山段936號,03-5891755
236283,翰聖,新竹縣,新埔鎮田新路476號478號1樓,03-5887757
284606,源冠,新竹縣,新豐鄉尚仁街92號1樓,03-5572871
121460,冠華,新竹縣,新豐鄉忠孝村員山148之2號1樓,03-5577964
137524,冠宇,新竹縣,新豐鄉忠孝路1號,03-5578596
988038,世豊,新竹縣,新豐鄉建興路一段173號175號一樓,03-5590282
962977,新庄子,新竹縣,新豐鄉建興路二段752號1樓,03-5597054
154943,欣樂,新竹縣,新豐鄉康樂路一段358號,03-5577364
255918,明昇,新竹縣,新豐鄉新市路168號,03-5578145
967282,新高湖,新竹縣,新豐鄉新興路403號1樓,03-5571841
210029,學府居,新竹縣,新豐鄉學府街45號47號,03-5575470
142928,華科,新竹縣,橫山鄉橫山村9鄰中豐路一段100號1樓,03-5931167
130475,關西,新竹縣,關西鎮正義路286-1號1樓,03-5171983
257970,F20B,新竹縣,寶山鄉科環路1號,03-5636688
912927,台積二,新竹縣,寶山鄉園區三路121號B1,03-5797355
183343,進一廠,新竹縣,寶山鄉園區三路123號,03-5798620
873020,菁英,苗栗縣,大湖鄉明湖村中正路107號,037-995624
141154,大大,苗栗縣,公館鄉大同路160號162號1樓,037-229711
215666,真開,苗栗縣,竹南鎮大厝里開元路412號1樓,037-482127
276281,天文,苗栗縣,竹南鎮天文路176號,037-633952
256782,照南,苗栗縣,竹南鎮佳興里至善街2號,037-479931
137557,國豪,苗栗縣,竹南鎮延平路170號,037-470992
233608,科金,苗栗縣,竹南鎮科專六路275號,037-581763
233848,竹圍仔,苗栗縣,竹南鎮復興路380號,037-467194
235475,海心,苗栗縣,竹南鎮開元路549號,037-552405
121080,龍宸,苗栗縣,竹南鎮營盤里博愛街367號1樓,037-466904
167329,新卓蘭,苗栗縣,卓蘭鎮興南街318號,04-25897961
230838,龍樂,苗栗縣,後龍鎮大庄里中山路426號,037-728683
288158,鉅山,苗栗縣,後龍鎮灣寶里下彎寶庄128之5號、128之6號,037-431238
