店號,店名,縣巿,地址,電話
982214,鑫華夏,桃園市,龜山區文化二路28-1號28-2號28-3號1樓,03-2115130
182834,緯華,桃園市,龜山區文化二路34巷14弄12號14號1樓,03-3277973
198828,登冠,桃園市,龜山區文化二路52巷53號一樓,03-3186887
200996,廣華,桃園市,龜山區文化三路386號1樓,03-2115427
166681,富亨,桃園市,龜山區文青路206號208號210號1樓,03-3275307
110080,千禧,桃園市,龜山區光峰路千禧新城15號1樓,03-2134732
972310,忠湖,桃園市,龜山區忠義路二段630號,03-3287847
200103,醫林,桃園市,龜山區長庚醫護新村80號B1樓,03-3275392
275211,庚亞,桃園市,龜山區復興一路150號1樓,03-3974676
971616,新長明,桃園市,龜山區復興一路62號1樓,03-3961534
250544,鑫騰龍,桃園市,龜山區萬壽路一段156.158號1樓,02-82090316
952279,竹盈,桃園市,蘆竹區大竹里大新路133號1-3樓,03-3135745
180089,亮亞,桃園市,蘆竹區大福路189號,03-3231648
199359,頂社,桃園市,蘆竹區山林路三段170-2號,03-3243632
893840,蘆山,桃園市,蘆竹區中山路152號154號156號一樓,03-3118955
285595,元翔,桃園市,蘆竹區六福路247巷2-1號,03-3112034
249522,上賀,桃園市,蘆竹區光明路一段100號,03-3217836
210498,吉翔,桃園市,蘆竹區吉林路130號1樓,03-3530673
252735,吉福,桃園市,蘆竹區吉林路167號1樓,03-2126804
263414,盧奉,桃園市,蘆竹區奉化路25號27號1樓,03-2129384
239031,國邦,桃園市,蘆竹區忠孝西路206號1樓,03-3522987
288321,樂嘉,桃園市,蘆竹區長興路二段76號1樓,03-3242835
181462,航明,桃園市,蘆竹區南山路二段497號1樓,03-3241971
992510,台茂城堡店,桃園市,蘆竹區南崁路一段112號2樓,03-2123583
279958,順舜,桃園市,蘆竹區南順六街22號24號26號,03-3228620
149295,航福,桃園市,蘆竹區南福街97號99號,03-3229743
952327,蘆航,桃園市,蘆竹區南興里南昌路18號1樓,03-3124710
112329,海湖,桃園市,蘆竹區濱海路一段40號42號,03-3544721
258054,濰坊,桃園市,觀音區大觀路一段311號1樓,03-4834752
121448,富中,桃園市,觀音區中山路二段925號,03-2820766
235523,Fresh千塘,桃園市,觀音區莊敬路377號379號,03-4839293
976688,正國,新竹市,北區中正路286之1號一樓,03-5436459
240101,正御,新竹市,北區中正路309號1+B1樓,03-5430369
193122,北大門,新竹市,北區北門街96號1樓,03-5259596
249832,恆新,新竹市,北區民富里7鄰北大路342號,03-5242900
254339,磐石,新竹市,北區西大路740號1樓,03-5338457
249821,竹城,新竹市,北區西門里中山路100號,03-5250326
252609,育英,新竹市,北區育英里15鄰四維路53號1樓.西門街212號1樓,03-5231551
234380,東延,新竹市,北區延平路三段590號1樓,03-5365573
274562,竹陵,新竹市,北區東大路二段174號,03-5153239
249810,東中,新竹市,北區東門街194號1+B1樓,03-5212078
231200,武陵,新竹市,北區武陵路63號1樓,03-5409439
232764,金雅,新竹市,北區金雅路165號,03-5426331
236755,金采,新竹市,北區金雅路62號,03-5426032
234748,新竹金農,新竹市,北區金農路2號,03-5429700
864808,城北,新竹市,北區城北街43號,03-5239470
211859,水水,新竹市,東區水源街69號1樓,03-5165479
920032,千久,新竹市,東區民主路154號156號,03-5338512
252506,竹博,新竹市,東區民生路226號,03-5152946
137030,新竹民,新竹市,東區民族路114號116號1樓,03-5341957
283784,雙民,新竹市,東區民族路205號1樓,03-5347583
951678,里客,新竹市,東區民族路7號1樓,03-5244323
282183,日光,新竹市,東區民權路100號1樓,03-5427853
253691,科有,新竹市,東區光復路一段531巷70-1號,03-5779289
250913,自興,新竹市,東區自由路69號,03-5354292
279589,東民,新竹市,東區忠孝路149號,03-5723680
262396,保忠,新竹市,東區忠孝路1號,03-5738890
277985,青草湖,新竹市,東區明湖里明湖路3鄰1012-1號,03-5296583
285805,天湖,新竹市,東區明湖路180號,03-5621482
972262,煙波,新竹市,東區明湖路967號1樓,03-5296586
991506,新勝,新竹市,東區東光路75號1樓,03-5715124
980735,鑫旭升,新竹市,東區東南街98號1樓,03-5619048
253989,金山街,新竹市,東區金山街30號1樓,03-5794468
275509,公學,新竹市,東區建功一路93號,03-5748532
250511,金功,新竹市,東區建功二路2號及6號1樓,03-5738402
281124,高清,新竹市,東區建功里建功路6號1樓,03-5737884
234519,GRC,新竹市,東區科園里工業東三路1號1樓,03-5678253
922566,新竹友達,新竹市,東區科學園區力行二路1號,03-5789976
236157,學圓,新竹市,東區科學園路54號1樓,03-6687254
278863,東品,新竹市,東區食品路146號1樓,03-5618092
233309,鴻川谷,新竹市,東區埔頂二路101號,03-5798219
267483,富禹,新竹市,東區埔頂三路6號,03-6687604
170853,晏丞,新竹市,東區振興路50號1樓,03-5612425
123190,寶豐,新竹市,東區高峰路536巷58號之1,03-5294018
155131,富首,新竹市,東區慈濟路230號1樓,03-5678054
249164,復全,新竹市,東區新莊里長春街11.13號1樓,03-5771145
924919,學英,新竹市,東區學府路37號,03-5728236
198699,聯發科,新竹市,東區篤行一路1號,03-5679040
941914,新親仁,新竹市,東區親仁里仁愛街30號1樓,03-5336597
283522,關圓,新竹市,東區關東路56號1樓,03-5788214
239673,關新,新竹市,東區關新路179號1樓,03-5782449
185257,藍海,新竹市,東區關新路21號1樓,03-5679182
216197,禾雅,新竹市,東區鐵道路一段66號,03-5423106
207285,頂福,新竹市,香山區中山路622號626號,03-5388361
276111,香圃,新竹市,香山區牛埔東路253號1樓,03-5305337
274366,東君,新竹市,香山區東華路14號1樓,03-5305077
230230,鑫大庄,新竹市,香山區香山里大庄路75、77號1樓,03-5401797
228961,豪順,新竹市,香山區香山里瑞光街23號,03-5386259
238131,東香,新竹市,香山區頂埔路2號,03-5402700
234944,北泱,新竹縣,竹北市中央路200號1樓,03-5517352
279969,北泰,新竹縣,竹北市中正西路132號134號,03-5530956
273880,銓國,新竹縣,竹北市中正西路244.246號,03-5534785
255239,統賀,新竹縣,竹北市中正東路67號69號,03-5536749
181602,大硯,新竹縣,竹北市文興路311號,03-6688042
251569,新瓦屋,新竹縣,竹北市文興路一段172.176號1樓,03-6577424
236892,文嘉,新竹縣,竹北市文興路一段398號1樓,03-6577740
273857,北崙,新竹縣,竹北市光明三路35.37號1樓,03-5558347
264440,強鹿,新竹縣,竹北市自強北路256號1樓,03-6577734
923226,鹿家,新竹縣,竹北市自強南路136號,03-5509423
210801,印月,新竹縣,竹北市科大一路140號1樓,03-5584561
261599,禾遠,新竹縣,竹北市莊敬五街13號,03-6585974
262259,十興,新竹縣,竹北市莊敬北路130號,03-6589536
260714,縣運,新竹縣,竹北市莊敬南路21號1樓,03-5502437
122038,宇軒,新竹縣,竹北市勝利二路85號1樓,03-6576632
180322,采虹,新竹縣,竹北市勝利八街一段345.347號1樓,03-6583504
274001,大勝,新竹縣,竹北市勝利十一路101號,03-6681541
193487,豐富,新竹縣,竹北市復興三路一段105號1樓,03-6670394
199429,竹樺,新竹縣,竹北市華興街298號1樓,03-5516946
261164,隘口,新竹縣,竹北市隘口二路27號,03-6585403
263573,東鐵,新竹縣,竹北市隘口三街231號1樓,03-6670376
237828,家安,新竹縣,竹北市嘉興路168巷2號,03-6670625
281250,家興,新竹縣,竹北市嘉豐五路二段168號1樓,03-5502894
278128,豐禾,新竹縣,竹北市嘉豐六路二段76號1樓,03-6586194
251857,六家,新竹縣,竹北市福興東路二段105號1樓,03-6672052
253727,福崙,新竹縣,竹北市福興路705號1樓,03-5558473
280774,縣汶,新竹縣,竹北市縣政二路233號235號1樓,03-5584427
279350,縣科,新竹縣,竹北市縣政二路南段103號,03-5585349
252964,長政,新竹縣,竹東鎮中正路15號1樓,03-5103216
130707,菄族,新竹縣,竹東鎮民族路66號1樓,03-5822817
239064,朝陽,新竹縣,竹東鎮朝陽路70號72號74號1樓,03-5103109
181691,宥昌,新竹縣,芎林鄉文富街100號1樓,03-5926051
287144,力成科,新竹縣,湖口鄉大同路26號6樓,03-5972154
187091,湖崗,新竹縣,湖口鄉中山路二段430號,03-5995848
250625,湖山,新竹縣,湖口鄉中山路三段487號489號,03-5901262
123363,湖口,新竹縣,湖口鄉中正路一段34號、36號,03-5994895
228178,沅均,新竹縣,湖口鄉光復東路120之1號,03-5971461
988337,湖安,新竹縣,湖口鄉光復東路395號1樓,03-5974735
242565,悠揚,新竹縣,湖口鄉安宅八街1號3號1樓,03-5974482
863458,醫湖,新竹縣,湖口鄉孝勢里忠孝路20號22號,03-5904938
250636,源晟,新竹縣,湖口鄉新興路628號630號,03-5579768
273592,新埔,新竹縣,新埔鎮中正路221號,03-5887237
893655,埔中,新竹縣,新埔鎮中正路617號619號621號,03-5888775
230894,埔山,新竹縣,新埔鎮文山路犁頭山段936號,03-5891755
236283,翰聖,新竹縣,新埔鎮田新路476號478號1樓,03-5887757
284606,源冠,新竹縣,新豐鄉尚仁街92號1樓,03-5572871
233376,聚豐,新竹縣,新豐鄉松柏村明新六街36號,03-6590767
988038,世豊,新竹縣,新豐鄉建興路一段173號175號一樓,03-5590282
154943,欣樂,新竹縣,新豐鄉康樂路一段358號,03-5577364
967282,新高湖,新竹縣,新豐鄉新興路403號1樓,03-5571841
210029,學府居,新竹縣,新豐鄉學府街45號47號,03-5575470
912938,台積三,新竹縣,寶山鄉研新一路9號,03-5797212
130338,台積電,新竹縣,寶山鄉研新二路6號,03-5773140
233675,P8廠北,新竹縣,寶山鄉科環路168號B1樓,03-5670682
143552,台積,新竹縣,寶山鄉園區二路168號1樓,03-5790640
154080,積七,新竹縣,寶山鄉園區二路170號1樓,03-5790146
912927,台積二,新竹縣,寶山鄉園區三路121號B1,03-5797355
183343,進一廠,新竹縣,寶山鄉園區三路123號,03-5798620
122290,台積P6,新竹縣,寶山鄉新竹科學園區園區二路166號,03-5798243
141154,大大,苗栗縣,公館鄉大同路160號162號1樓,037-229711
227706,沿山道,苗栗縣,公館鄉尖山村尖山244-9號,037-227591
233712,AP六,苗栗縣,竹南鎮大埔里科專一路1號,037-581340
951863,龍詮,苗栗縣,竹南鎮山佳里龍山路三段305號,037-611551
181679,圳營,苗栗縣,竹南鎮中正路114號1樓,037-477965
276281,天文,苗栗縣,竹南鎮天文路176號,037-633952
882080,慶竹,苗栗縣,竹南鎮民族街82號民權路47號,037-480406
256782,照南,苗栗縣,竹南鎮佳興里至善街2號,037-479931
137557,國豪,苗栗縣,竹南鎮延平路170號,037-470992
207067,海口,苗栗縣,竹南鎮明勝路491-1號,037-471842
233848,竹圍仔,苗栗縣,竹南鎮復興路380號,037-467194
239514,仟翔,苗栗縣,竹南鎮龍山路二段275號,037-484318
166290,苗栗高,苗栗縣,後龍鎮新東路468號,037-725775
261278,源栗,苗栗縣,苗栗市水源里14鄰中正路1402號,037-375346
229827,新苗治,苗栗縣,苗栗市北苗里自治路68號,037-371602
276188,苗栗,苗栗縣,苗栗市民族路99號101號1樓,037-371479
982281,新苗中,苗栗縣,苗栗市府前路120號,037-359140
211871,苗公,苗栗縣,苗栗市青苗里至公路12號,037-359660
267025,為公,苗栗縣,苗栗市為公路602號,037-269423
250315,瑛才,苗栗縣,苗栗市英才路109號,037-374256
118028,苗鑫,苗栗縣,苗栗市國華路1092號,037-374655
278379,華星,苗栗縣,苗栗市福星里國華路276號.276-1號及278號,037-271886
952626,苗碩,苗栗縣,苗栗市維新里新東街219號,037-321719
184128,造橋鄉,苗栗縣,造橋鄉造橋村平仁路105-1號,037-563101
255217,後庄,苗栗縣,頭份市中央路603、605號,037-674612
208392,龍陽,苗栗縣,頭份市光華北路150號,037-620156
931825,尖豐,苗栗縣,頭份市尖下里尖豐路316號1樓、320巷2、6號1樓,037-616773
933164,淇丞,苗栗縣,頭份市建國路二段128號,037-673025
242543,頭份公園,苗栗縣,頭份市後庄里公園六街9號,037-636205
284651,昶誼,苗栗縣,頭份市後庄里幼英街131號1樓,037-676674
282389,頭屋,苗栗縣,頭屋鄉尖豐路118號120號1樓,037-251643
232421,頭獎,苗栗縣,頭屋鄉頭屋村尖豐路49號,037-251855
174545,大肚,台中市,大肚區沙田路二段740號,04-26994658
275978,東里,台中市,大里區大里路295號1樓,04-24060269
210627,大里杙,台中市,大里區大里路510號,04-24066409
130235,興生,台中市,大里區大里路97號1樓,04-24831710
165035,新永大,台中市,大里區大明路340號1樓,04-24823074
284433,永隆,台中市,大里區大明路457號,04-24074438
890704,立新,台中市,大里區立仁路142號,04-22798641
275934,多田,台中市,大里區立新街350號，立新二街5號,04-22760520
980207,新堤,台中市,大里區立德里甲堤南路71號,04-22759206
182764,新榮,台中市,大里區東榮路552號,04-24062770
874296,益民,台中市,大里區東興里10鄰大明路238號,04-24815624
275990,蘋果,台中市,大里區善化路155號,04-24913426
240606,瑞城,台中市,大里區瑞城一街1號,04-24963006
151508,亞和,台中市,大雅區中山北路410號,04-25602429
903303,上楓,台中市,大雅區民生路三段523號,04-25688574
114624,佳積,台中市,大雅區科雅六路1號,04-25694520
962988,神林,台中市,大雅區神林南路144號,04-25688503
114691,環太,台中市,大雅區雅環路一段330號,04-25674424
208037,環禹,台中市,大雅區雅環路二段126號,04-25604273
174372,雅潭,台中市,大雅區學府路209號,04-25685151
207333,鑫站一,台中市,中區台灣大道一段1號2樓,04-35097362
194826,新繼光,台中市,中區繼光街64號一樓,04-22220760
254074,鑫佳慶,台中市,太平區大源二街1號1F,04-23919759
280682,盛民興,台中市,太平區中山路二段366號、366-1號、368號1樓,04-23926373
283647,太平,台中市,太平區中政里中興路171.173號,04-22770941
993708,精中,台中市,太平區太平一街220號,04-22798881
229539,育見,台中市,太平區育賢路321.323號,04-23934176
196419,振福,台中市,太平區振福路361巷6號1樓,04-23954989
252768,鑫德,台中市,太平區新興路85-1號,04-23954471
280084,全利,台中市,太平區樹孝路338號,04-23926723
123248,樹廣,台中市,太平區樹德路98-9號,04-23955449
275406,健太,台中市,北屯區太原路三段1138號,04-24367881
966175,中台禾豐,台中市,北屯區太原路三段1505號,04-24390923
193155,順太,台中市,北屯區太順路112號1樓,04-24369416
285780,陽旭,台中市,北屯區北屯路200巷1號及北屯路200-1號一樓、地下一層,04-22338842
988267,松豪,台中市,北屯區四平路218號,04-24214950
264934,昌平,台中市,北屯區昌平路一段70號,04-22326743
277697,昌旺,台中市,北屯區昌平路二段12之16號,04-22474819
863632,昌盛,台中市,北屯區昌平路二段45號之8及45號之9,04-24224542
950295,松強,台中市,北屯區松安里崇德六路一段47號,04-22432398
276177,松東,台中市,北屯區松竹路三段125號,04-22463373
991975,青河,台中市,北屯區青島路三段155號1樓,04-22362409
287915,東興一,台中市,北屯區南興一路136號,04-24365715
184302,富宇,台中市,北屯區建和路二段273.275號,04-24367450
111212,軍福,台中市,北屯區軍功路一段500號,04-24376717
277413,松潭,台中市,北屯區軍功路二段183號1樓,04-24392157
252610,國校,台中市,北屯區國校巷16號,04-22336256
229779,北屯幸福讚,台中市,北屯區崇德十六路218號,04-24211641
261038,崇尚,台中市,北屯區崇德路二段450號1樓,04-22411034
254030,豐樂,台中市,北屯區崇德路三段608號,04-24222105
282253,福寶,台中市,北屯區陳平路50號,04-22935012
234807,巨富,台中市,北屯區敦富路807號1樓,04-24364099
207388,景大和,台中市,北屯區景賢路191號,04-24364416
200701,欣花園,台中市,北屯區華美西街二段478號,04-22937902
111485,熱陽,台中市,北屯區熱河路二段217號,04-22425271
231668,湧順,台中市,北屯區樹孝路666號,04-24367340
284880,興昌,台中市,北屯區興安路二段62號1樓,04-22435875
285436,汶莊,台中市,北區中清路一段102號1樓,04-22063620
120939,忠權,台中市,北區忠明路426號1樓,04-22061836
127929,立夫,台中市,北區邱厝里學士路95號１樓,04-22070910
151302,興悅,台中市,北區金華里進德北路160號162號,04-23602265
110987,淡溝,台中市,北區淡溝里民權路361號1樓,04-22065373
230539,新通豪,台中市,北區漢口路三段101號,04-22991400
263816,賴厝,台中市,北區漢口路四段102號1樓.地下樓,04-22994792
193708,泰安綻,台中市,后里區九甲七路400號 (北上小客車商場內7-11),04-25588315
142478,美光,台中市,后里區三豐路四段369號,04-25584700
231336,美芯,台中市,后里區三豐路四段369號1樓,04-25584481
209683,后宥,台中市,后里區甲后路一段955號,04-25587727
193694,泰安一,台中市,后里區安眉路113號(南下小客車商場內7-11),04-25588403
113252,后里廠,台中市,后里區馬場路1號,04-25584367
235017,櫻沐,台中市,西屯區大河一巷三弄1號、3號1樓,04-23159618
874458,隆安,台中市,西屯區大隆路56號1樓,04-23271980
188924,隆恩,台中市,西屯區大墩十八街116號1樓,04-23103957
274193,隆心,台中市,西屯區文心路二段566號,04-23109505
250418,文心,台中市,西屯區文心路三段76號、78號,04-23138420
149114,逢大一,台中市,西屯區文華路100號1樓,04-24527714
201977,逢華,台中市,西屯區文華路10-7號,04-24520145
234298,好時光,台中市,西屯區光明路55-26號、55-27號1樓,04-24521543
230779,成科,台中市,西屯區成都路221、223號,04-23162846
250245,上安,台中市,西屯區至善路61號,04-24528528
189307,新西屯,台中市,西屯區西屯路二段281-3號281-4號,04-24522290
900175,福茂,台中市,西屯區西屯路三段148-30號,04-24628460
285045,友達光電,台中市,西屯區林厝里中科路1號1樓,04-24634472
977500,逢仁,台中市,西屯區青海路二段262號,04-24512777
236674,逢德,台中市,西屯區青海路二段321號323號,04-24518827
274838,逢科,台中市,西屯區青海路二段556號,04-24520126
967422,逢喜,台中市,西屯區逢甲路247號,04-27084476
281043,潮貴,台中市,西屯區朝馬路158號1樓,04-22517374
281593,秋紅谷,台中市,西屯區朝富路30號32號1樓,04-22542731
166669,奇積,台中市,西屯區新科路1號,04-24621293
283016,福康,台中市,西屯區福林里福康路33號,04-24638081
255527,福林,台中市,西屯區福林路31巷150號,04-24628940
276317,西苑,台中市,西屯區福星路112號1樓,04-24528983
957931,逢盛,台中市,西屯區福星路330號華夏巷東一弄22號1樓,04-27064895
193982,逢星,台中市,西屯區福星路651-8號,04-24522597
113001,港強,台中市,西屯區福科路295號一樓,04-24632861
120146,瑞聯,台中市,西屯區福科路890號1樓,04-24634826
236939,瑞盟,台中市,西屯區福雅路143-1號,04-24621596
249795,科雅,台中市,西屯區福雅路571-1號,04-24636793
261267,聯順,台中市,西屯區福聯里福順路898號900號,04-24629546
265410,逢福,台中市,西屯區黎明路三段348號,04-27082309
273743,正勤,台中市,西屯區黎明路三段539-3號.539-5號,04-24524657
252193,櫻花,台中市,西屯區櫻花路111號,04-23151726
962715,台麗,台中市,西區五權路119號1樓、中山路493號1樓,04-22060119
265306,安龍,台中市,西區五權路2-12號2-13號1樓,04-23752146
238430,市民,台中市,西區公益路157號,04-23020614
865384,新五廊,台中市,西區民生路155號一樓,04-22240981
902757,華生,台中市,西區民生路517號,04-23765931
277549,大莊園,台中市,西區向上路一段15號1樓,04-23019946
285300,向興,台中市,西區向上路一段95號,04-23019017
214788,明義,台中市,西區明義街6號,04-23287885
238946,向美,台中市,西區美村路一段302之1號302之7號,04-23016027
285126,美村,台中市,西區美村路一段542號546號,04-23762435
274506,美生,台中市,西區美村路一段54號,04-23275818
187079,權美,台中市,西區美村路一段736號,04-23723672
940483,金典,台中市,西區健行路1046、1046-1、1046-2號1樓,04-23265492
229654,日進,台中市,西區梅川西路二段33號1樓,04-22019413
275392,精業,台中市,西區精誠路41號之6之7,04-23191670
912732,模範,台中市,西區模範街34巷1號,04-23024571
126720,天仁,台中市,沙鹿區斗抵里沙田路17之19號,04-26361763
254661,鹿鼎,台中市,沙鹿區台灣大道七段812號1樓,04-26628465
278483,鹿成,台中市,沙鹿區光華路394.396號1樓,04-26628474
233723,平麗,台中市,沙鹿區南斗路29-1號,04-26364535
164571,富麗,台中市,東區十甲里十甲路397號,04-22123172
164582,新振興,台中市,東區十甲東路217號,04-22153224
230595,立和,台中市,東區立德街47、49、51、53號,04-22244209
923307,光園,台中市,東區東光園路142號,04-22800510
971742,東泓,台中市,東區東門里東門路140號,04-22809073
211882,智復,台中市,東區復興路四段210號1.2樓.地下層,04-22224776
234830,樂寶,台中市,東區進德路600號,04-22152674
281397,新平智,台中市,東區新庄里大智路49號,04-22297551
239710,東展,台中市,東勢區南平里豐勢路336號,04-25886569
282600,欣東雲,台中市,東勢區第五橫街28號及三民街165號,04-25871926
273813,昌進,台中市,南屯區大進街387號1樓.大墩十二街151號1樓,04-23203647
273488,墩陽,台中市,南屯區大墩10街254號1樓,04-23205217
285115,向心,台中市,南屯區大墩6街284號,04-24751265
182410,惠馨,台中市,南屯區大墩南路332.336號,04-24735180
201852,墩富,台中市,南屯區大墩路572號,04-23207553
148915,墩業,台中市,南屯區大墩路717-5號,04-23275693
273167,上楓樹,台中市,南屯區中和里黎明路一段263號,04-24702620
158624,大進,台中市,南屯區五權西路二段185號,04-24759161
905527,權興,台中市,南屯區五權西路二段62號,04-24717712
155038,鑫權勝,台中市,南屯區五權西路二段882號,04-23801953
210937,富亦,台中市,南屯區公益路二段939號1樓和龍富路四段552號1樓,04-23890475
212209,文豐,台中市,南屯區文心南五路ㄧ段319號,04-24738232
264381,豐春,台中市,南屯區文心南路100號,04-24734980
232328,嶺春,台中市,南屯區永春北路53號1樓,04-23808491
277310,嶺中,台中市,南屯區永春南路58號,04-23806007
217293,熊貓,台中市,南屯區向上南路一段325號1樓,04-24754550
166337,豐河,台中市,南屯區向上路二段376號,04-23806215
275048,海德堡,台中市,南屯區向心南路928號930號,04-24759288
180964,嶺寶,台中市,南屯區忠勇路23-12號1樓,04-23862931
931294,新墩興,台中市,南屯區東興路二段98號1樓,04-24712169
131711,惠文,台中市,南屯區河南路四段226號228號1樓,04-22546680
186685,瑞陽,台中市,南屯區河南路四段442號446號1、2樓,04-22510797
958831,墩南,台中市,南屯區南屯路二段210、212號1樓,04-24731595
249197,南屯,台中市,南屯區南屯路二段570號,04-23891441
980322,墩正,台中市,南屯區溝墘里大墩十一街330號1樓,04-22510497
212302,春安,台中市,南屯區嶺東南路165號,04-23897480
136130,大時代,台中市,南區工學路55號57號,04-22609203
183550,壹盛,台中市,南區忠孝路166號,04-22855886
261636,南美,台中市,南區南平路182號,04-22650922
195999,建丞,台中市,南區建成路1683號1樓,04-22859838
196774,超贊,台中市,南區高工路202號1樓,04-22607922
130811,台火,台中市,南區高工路355號1樓,04-22600615
241241,新國光,台中市,南區國光路82及84號;愛國街67及69號,04-22203755
275370,大東家,台中市,南區新榮里復興路三段138、140號,04-22214273
229090,樹義,台中市,南區福田三街156號1樓,04-22632372
215286,無尾熊,台中市,南區德富路73號75號1樓,04-22605412
274388,復慶,台中市,南區樹義里大慶街二段5-2號,04-22638927
266376,吉宏,台中市,烏日區九德里20鄰中華路593號,04-23387989
195933,三和,台中市,烏日區三榮路一段558號,04-23363462
182432,榮田,台中市,烏日區三榮路二段199號,04-23362440
279659,米魯,台中市,烏日區光華街1號,04-23372938
967569,新光德,台中市,烏日區信義街162號1樓,04-23370951
248806,中高鐵,台中市,烏日區站區二路8號2樓,04-36007820
187080,元宏,台中市,烏日區溪南路一段722號,04-23357738
189112,喀哩,台中市,烏日區溪南路二段380號1樓,04-23355202
241687,東園,台中市,烏日區溪埧里溪南路一段413號,04-23352449
155153,吉得堡,台中市,梧棲區中興路121號,04-26567304
231440,文雅,台中市,梧棲區文匯街66號,04-26560624
130486,港藝,台中市,清水區中社路19號,04-26281895
264598,清峰,台中市,清水區中華路330號、鰲峰路173-3號,04-26226842
142320,大秀,台中市,清水區五權路328號,04-26281748
980816,億承,台中市,清水區民和路二段195號,04-26566134
259301,清水綻,台中市,清水區吳厝二街89號,04-26201097
933223,高美祿,台中市,清水區高美路190號1樓,04-26275803
209096,泉富,台中市,潭子區中山路一段57號1樓,04-25343869
275864,頭張,台中市,潭子區家福里頭張路一段31號,04-25351934
952246,潭豐,台中市,潭子區崇德路四段250之1號,04-25355870
280693,潭子勝利,台中市,潭子區勝利路185號,04-25343275
120582,潭榮,台中市,潭子區榮興街19號1樓21巷1號21巷3號1樓,04-25351431
131021,潭北,台中市,潭子區福潭路645.647.649號,04-25360956
944245,潭寶,台中市,潭子區潭興路三段51號,04-25357382
893046,榮晉,台中市,潭子區頭張路二段2號,04-25359250
180045,潭厝,台中市,潭子區環中東路一段5號,04-25341014
967709,甜園,台中市,潭子區豐栗路9號,04-25327349
253923,潭興,台中市,潭子區豐興路一段591、593、595號1樓,04-25392368
123086,龍田,台中市,龍井區田中里臨港東路一段75號,04-26307486
147945,理想,台中市,龍井區國際街155號157號159號1樓,04-26529013
229665,欣廟東,台中市,豐原區中正路131.133號,04-25256356
903288,京展,台中市,豐原區中正路858號1樓,04-25158368
893725,京泰,台中市,豐原區成功路195號.西勢路98號,04-25123668
891914,茂陽,台中市,豐原區南陽路299之8號299之9號,04-25268191
276982,新豐陽,台中市,豐原區南陽路372號1樓,04-25239171
216577,欣三豐,台中市,豐原區源豐路89、93、95號1樓,04-25285477
883913,新豐田,台中市,豐原區豐南街145號,04-25151215
228813,阿罩霧,台中市,霧峰區中正路815號,04-23391542
281102,康鑫,台中市,霧峰區吉峰路153號,04-23304476
164995,峰資,台中市,霧峰區樹仁路26號1樓,04-23332547
244066,挖子,彰化縣,二林鎮二溪路七段271號,04-8680533
180171,欣二林,彰化縣,二林鎮大成路一段236號,04-8965081
217374,彰基,彰化縣,二林鎮大成路一段571號,04-8968580
997836,鎮安,彰化縣,大村鄉大溪路7-4號1樓,04-8523639
922898,新大村,彰化縣,大村鄉中正西路331號1樓,04-8538047
206846,佳嘉,彰化縣,北斗鎮七星里13鄰五權路臨176號,04-8875841
200468,北圓,彰化縣,北斗鎮中華路91.93號,04-8874979
150941,永靖,彰化縣,永靖鄉永坡路2號,04-8242613
138686,巨航,彰化縣,伸港鄉新港村中興路一段355號,04-7987089
180931,秀鑫,彰化縣,秀水鄉番花路101號,04-7684034
961941,秀工,彰化縣,秀水鄉彰水路二段795-1號,04-7689373
122175,和峰,彰化縣,和美鎮山犁里道周路6鄰279號1樓,04-7560406
192716,糖友,彰化縣,和美鎮中圍里彰新路三段臨368號,04-7354150
243926,和美仁愛,彰化縣,和美鎮仁壽路189號,04-7552247
952062,和卿,彰化縣,和美鎮和南里和卿路193號,04-7562670
971731,和鎮,彰化縣,和美鎮和線路323號,04-7566069
132231,和美,彰化縣,和美鎮和頭路189號1樓,04-7557704
991160,新勝利,彰化縣,和美鎮鹿和路六段402之2號,04-7579421
261430,和東,彰化縣,和美鎮愛德路27號,04-7557118
190879,彰美,彰化縣,和美鎮彰美路三段385號387號,04-7569352
242004,鑫美,彰化縣,和美鎮彰美路六段199號1樓.201號1樓,04-7558348
194251,和冠,彰化縣,和美鎮彰新路六段臨566號,04-7553624
165459,芬園,彰化縣,芬園鄉彰南路四段172號及光復路6號,049-2511565
241300,花壇,彰化縣,花壇鄉中山路二段1、3、5號1樓,04-7870374
263403,長沙,彰化縣,花壇鄉中正路130號1樓,04-7861109
231244,喬富,彰化縣,花壇鄉白沙村彰員路三段389號1樓,04-7117846
229078,金墩,彰化縣,花壇鄉花壇村23鄰花南路臨558號1樓,04-7869034
235257,茉莉花,彰化縣,花壇鄉長沙村29鄰成功街237號,04-7862640
264163,三春,彰化縣,花壇鄉彰員路一段臨551號,04-7875146
241849,令和,彰化縣,員林市三和里3鄰員東路二段42號,04-8366750
126731,員東,彰化縣,員林市三和里大同路一段8鄰238號,04-8395201
126535,員埔,彰化縣,埔心鄉員鹿路二段248.250號1樓,04-8294556
144588,斗苑,彰化縣,埤頭鄉斗苑東路588號,04-8925951
239097,埤頭,彰化縣,埤頭鄉合興村彰水路三段5鄰537號1樓,04-8928985
279800,二溪,彰化縣,溪湖鎮二溪路一段369號,04-8813960
166289,向福,彰化縣,溪湖鎮大溪路二段140號,04-8858331
196235,兆福,彰化縣,彰化市一德南路2號、彰南路三段400號,04-7386439
239204,三民,彰化縣,彰化市三民路341號,04-7223446
